time(ms)	collision count
0,001428560	14,000000000
0,001428880	14,000000000
0,001429200	15,000000000
0,001429520	14,000000000
0,001429840	15,000000000
0,001430160	15,000000000
0,001430480	16,000000000
0,001430800	15,000000000
0,001431120	15,000000000
0,001431440	14,000000000
0,001431760	13,000000000
0,001432080	16,000000000
0,001432400	14,000000000
0,001432720	14,000000000
0,001433040	14,000000000
0,001433360	14,000000000
0,001433680	13,000000000
0,001434000	12,000000000
0,001434320	12,000000000
0,001434640	13,000000000
0,001434960	12,000000000
0,001435280	13,000000000
0,001435600	13,000000000
0,001435920	13,000000000
0,001436240	13,000000000
0,001436560	14,000000000
0,001436880	13,000000000
0,001437200	12,000000000
0,001437520	11,000000000
0,001437840	12,000000000
0,001438160	12,000000000
0,001438480	13,000000000
0,001438800	11,000000000
0,001439120	11,000000000
0,001439440	13,000000000
0,001439760	16,000000000
0,001440080	16,000000000
0,001440400	16,000000000
0,001440720	15,000000000
0,001441040	18,000000000
0,001441360	21,000000000
0,001441680	21,000000000
0,001442000	22,000000000
0,001442320	24,000000000
0,001442640	23,000000000
0,001442960	19,000000000
0,001443280	20,000000000
0,001443600	17,000000000
0,001443920	19,000000000
0,001444240	15,000000000
0,001444560	15,000000000
0,001444880	15,000000000
0,001445200	15,000000000
0,001445520	15,000000000
0,001445840	15,000000000
0,001446160	15,000000000
0,001446480	17,000000000
0,001446800	18,000000000
0,001447120	18,000000000
0,001447440	17,000000000
0,001447760	17,000000000
0,001448080	17,000000000
0,001448400	19,000000000
0,001448720	15,000000000
0,001449040	20,000000000
0,001449360	20,000000000
0,001449680	20,000000000
0,001450000	19,000000000
0,001450320	18,000000000
0,001450640	17,000000000
0,001450960	16,000000000
0,001451280	18,000000000
0,001451600	17,000000000
0,001451920	18,000000000
0,001452240	16,000000000
0,001452560	15,000000000
0,001452880	16,000000000
0,001453200	14,000000000
0,001453520	13,000000000
0,001453840	15,000000000
0,001454160	16,000000000
0,001454480	17,000000000
0,001454800	15,000000000
0,001455120	15,000000000
0,001455440	14,000000000
0,001455760	13,000000000
0,001456080	16,000000000
0,001456400	17,000000000
0,001456720	18,000000000
0,001457040	17,000000000
0,001457360	18,000000000
0,001457680	15,000000000
0,001458000	15,000000000
0,001458320	15,000000000
0,001458640	15,000000000
0,001458960	14,000000000
0,001459280	15,000000000
0,001459600	14,000000000
0,001459920	13,000000000
0,001460240	13,000000000
0,001460560	16,000000000
0,001460880	18,000000000
0,001461200	17,000000000
0,001461520	17,000000000
0,001461840	18,000000000
0,001462160	18,000000000
0,001462480	16,000000000
0,001462800	15,000000000
0,001463120	15,000000000
0,001463440	15,000000000
0,001463760	15,000000000
