63045	0.000776
63044.8	0.001146
63044.6	0.001481
63044.4	0.000333
63044.2	0.001031
63044	0.000838
63043.8	0.001032
63043.6	0.013198
63043.4	0.00218
63043.2	0.001053
63043	0.006516
63042.8	0.000846
63042.6	0.000549
63042.4	0.001314
63042.2	0.000821
63042	0.001082
63041.8	0.000794
63041.6	0.000596
63041.4	0.001514
63041.2	0.000884
63041	0.001482
63040.8	0.001093
63040.6	0.001134
63040.4	0.002998
63040.2	0.012499
63040	0.004113
63039.8	0.000514
63039.6	0.001258
63039.4	0.001696
63039.2	0.001199
63039	0.006829
63038.8	0.002267
63038.6	0.002245
63038.4	0.000416
63038.2	0.034335
63038	0.289399
63037.8	0.022287
63037.6	0.005669
63037.4	0.001752
63037.2	0.006965
63037	0.036962
63036.8	0.036375
63036.6	0.053459
63036.4	0.003931
63036.2	0.000447
63036	0.004184
63035.8	0.00184
63035.6	0.000419
63035.4	0.001239
63035.2	0.001408
63035	0.000445
63034.8	0.000358
63034.6	0.001293
63034.4	0.000602
63034.2	0.007732
63034	0.001181
63033.8	0.000378
63033.6	0.000809
63033.4	0.000613
63033.2	0.002047
63033	0.000511
63032.8	0.000584
63032.6	0.000714
63032.4	0.000715
63032.2	0.001626
63032	0.000157
63031.8	0.000439
63031.6	0.000629
63031.4	0.001327
63031.2	0.012585
63031	0.000368
63030.8	0.001165
63030.6	0.001427
63030.4	0.000199
63030.2	0.000932
63030	0.014619
63029.8	0.037545
63029.6	0.082569
63029.4	0.008213
63029.2	0.006456
63029	0.001656
63028.8	0.000409
63028.6	0.000509
63028.4	0.011397
63028.2	0.000448
63028	0.00141
63027.8	0.000647
63027.6	0.001396
63027.4	0.001107
63027.2	0.000813
63027	0.001376
63026.8	0.001187
63026.6	0.001655
63026.4	0.014862
63026.2	0.028733
63026	0.026645
63025.8	0.001418
63025.6	0.00118
63025.4	0.000575
63025.2	0.002321
63025	0.001289
63024.8	0.004775
63024.6	0.001345
63024.4	0.000893
63024.2	0.000828
63024	0.001316
63023.8	0.002989
63023.6	0.00545
63023.4	0.001727
63023.2	0.001162
63023	0.007173
63022.8	0.006375
63022.6	0.014399
63022.4	0.015335
63022.2	0.055757
63022	0.175405
63021.8	3.387158
63021.6	0.347735
